KEY,en,ru
ABILITY_SMOLDER2_DESC,"Inflict Burn 1 and +1 [img:spd] to any unit.
[s:.7](This spell costs less.)[/s]","Наложите Горение 1 и +1 [img:spd] на любого юнита.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_FIRESURGE_NAME,Fire Surge,Огненный всплеск
ABILITY_FIRESURGE_DESC,"A fire spell that increases its range, area, damage, and Burn by 1 every turn.","Огненное заклинание, чья дальность, область, урон и Горение растут на 1 каждый ход."
ABILITY_FIRESURGE2_DESC,"A fire spell that increases its range, area, damage, and Burn by 1 every turn. Starts stronger.","Огненное заклинание, чья дальность, область, урон и Горение растут на 1 каждый ход. Начинается сильнее."
ABILITY_ICESURGE_NAME,Ice Surge,Ледяной всплеск
ABILITY_ICESURGE_DESC,"An ice spell that increases its range and Slow every turn. At 2 turns, it gains Immobilize 1. At 3 turns, it gains Freeze 1.
[s:.7](Current turns: {v0})[/s]","Лед: дальность и Замедление растут каждый ход. На 2 ход: Обездвиживание 1. На 3 ход: Заморозка 1.
[s:.7](Текущий ход: {v0})[/s]"
ABILITY_ICESURGE2_DESC,"An ice spell that increases its range, damage, and Slow every turn. At 2 turns, it gains Immobilize 1. At 3 turns, it gains Freeze 1.
[s:.7](Current turns: {v0})[/s]","Лед: дальность, урон и Замедление растут каждый ход. На 2 ход: Обездвиживание 1. На 3 ход: Заморозка 1.
[s:.7](Текущий ход: {v0})[/s]"
ABILITY_LIGHTNINGSURGE_NAME,Lightning Surge,Электрический всплеск
ABILITY_LIGHTNINGSURGE_DESC,"An electric spell that increases its range and damage by 2 every turn, and its stun chance by 10%.","Молния: дальность и урон растут на 2 каждый ход, а шанс стана на 10%."
ABILITY_LIGHTNINGSURGE2_DESC,"An electric spell that increases its range and damage by 3 every turn, and its stun chance by 10%.","Молния: дальность и урон растут на 3 каждый ход, а шанс стана на 10%."
ABILITY_CRESHENDO_NAME,Crescendo,Крещендо
ABILITY_CRESHENDO_DESC,"This spell gains +1 damage, range and area, and -1 mana cost each time you cast a spell.
This spell resets after you cast it.","Получает +1 урон, дальность и область, и -1 к цене каждый раз, когда вы колдуете.
Сбрасывается после применения."
ABILITY_CRESHENDO2_DESC,"This spell gains +1 damage, range and area, and -1 mana cost each time you cast a spell.
This spell loses half its boosts after you cast it.","Получает +1 урон, дальность и область, и -1 к цене каждый раз, когда вы колдуете.
Сбрасывает только половину усилений после применения."
ABILITY_DIVIDE_NAME,Divide,Разделение
ABILITY_DIVIDE_DESC,"Lose Damage equal to half of your basic attack's damage, rounded up. For the rest of the battle, you can attack an extra time each turn.
[s:.7](This can't be cast if your basic attack's damage is 1 or less.)[/s]","Потеряйте Урон, равный половине урона вашей базовой атаки. До конца битвы атакуйте лишний раз за ход.
[s:.7](Нельзя, если урон атаки 1 или меньше.)[/s]"
ABILITY_DIVIDE2_DESC,"Lose Damage equal to 1/3rd of your basic attack's damage, rounded up. For the rest of the battle, you can attack an extra time each turn.
[s:.7](This can't be cast if your basic attack's damage is 1 or less.)[/s]","Потеряйте Урон, равный 1/3 урона вашей базовой атаки. До конца битвы атакуйте лишний раз за ход.
[s:.7](Нельзя, если урон атаки 1 или меньше.)[/s]"
ABILITY_FORBIDDENFROST_NAME,Forbidden Frost,Запретный мороз
ABILITY_FORBIDDENFROST_DESC,"Apply Freeze 2 to each unit except for yourself and 1 other chosen unit.
Deal 5 Damage to enemies and heal each ally 5 HP.
There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Наложите Заморозку 2 на ВСЕХ, кроме себя и 1 избранного.
5 урона врагам, 5 лечения союзникам.
Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFROST2_DESC,"Apply Freeze 2 to each unit except for yourself and 1 other chosen unit.
Deal 10 Damage to enemies and fully heal each ally.
There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Наложите Заморозку 2 на ВСЕХ, кроме себя и 1 избранного.
10 урона врагам, полное лечение союзникам.
Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_BLACKMAGIC_NAME,Black Magic,Черная магия
ABILITY_BLACKMAGIC_DESC,"Drop to 1 HP. Gain mana equal to the HP lost.
[s:.7](Castable once per turn.)[/s]","Опустите ОЗ до 1. Получите ману, равную потерянному здоровью.
[s:.7](Раз за ход.)[/s]"
ABILITY_BLACKMAGIC2_DESC,"Drop to 1 HP. Gain mana equal to the HP lost and gain All Stats Up 2.
[s:.7](Castable once per turn.)[/s]","Опустите ОЗ до 1. Получите ману и Повышение Всех Характеристик 2.
[s:.7](Раз за ход.)[/s]"
ABILITY_TEACH_NAME,Teach,Обучение
ABILITY_TEACH_DESC,Reduce the cost of another unit's spells by 1 until the end of their turn.,Снизьте цену заклинаний другого юнита на 1 до конца его хода.
ABILITY_TEACH2_DESC,Reduce the cost of a unit's spells by 1 until the end of their turn. This can target yourself.,Снизьте цену заклинаний юнита на 1 до конца его хода. Можно на себя.
ABILITY_HOMINGBLASTS_NAME,Homing Blasts,Самонаводка
ABILITY_HOMINGBLASTS_DESC,Shoot 3 Magic Missiles at random enemies.,Выстрелите 3 Магическими Стрелами в случайных врагов.
ABILITY_HOMINGBLASTS2_DESC,Shoot 4 Magic Missiles at random enemies.,Выстрелите 4 Магическими Стрелами в случайных врагов.
ABILITY_REPLICATE_NAME,Replicate,Репликация
ABILITY_REPLICATE_DESC,The next spell you cast is cast twice.,Ваше следующее заклинание сработает дважды.
ABILITY_REPLICATE2_DESC,The next spell you or another unit casts is cast twice.,Следующее заклинание (ваше или чужое) сработает дважды.
ABILITY_MAGNIFY_NAME,Magnify,Увеличение
ABILITY_MAGNIFY_DESC,Your basic attack gains +1 range and area until the end of the turn.,Ваша базовая атака получает +1 дальность и область до конца хода.
ABILITY_MAGNIFY2_DESC,"Your basic attack gains +2 range and +1 area until the end of the turn.
[s:.7](This spell costs less.)[/s]","Ваша базовая атака получает +2 дальность и +1 область до конца хода.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_TRIATTACK_NAME,Tri-Attack,Три-Атака
ABILITY_TRIATTACK_DESC,"A Fire / Ice / Electric spell that inflicts Burn 1, Slow 1, and has a 5% chance to inflict Stun.","Огонь/Лед/Электричество: Горение 1, Замедление 1 и 5% шанс Оглушения."
ABILITY_TRIATTACK2_DESC,"A Fire / Ice / Electric spell that inflicts Burn 1, Slow 1, and has a 5% chance to inflict Stun in an area.","Огонь/Лед/Электричество: Горение 1, Замедление 1 и 5% шанс Оглушения в области."
//druid,,
ABILITY_CROWFLUTTER_NAME,Flutter,Вспорхнуть
ABILITY_CROWFLUTTER_DESC,Fly over 3 tiles.,Пролетите над 3 клетками.
ABILITY_CROWFLUTTER2_DESC,Fly over 3-4 tiles.,Пролетите над 3-4 клетками.
ABILITY_CROWFLUTTER3_DESC,Fly over 2-5 tiles.,Пролетите над 2-5 клетками.
ABILITY_AEROBLAST_NAME,Aeroblast,Аэровзрыв
ABILITY_AEROBLAST_DESC,A wind gust that deals 1 damage and 1 Knockback in a line.,Порыв ветра: 1 урон и 1 Отбрасывание по линии.
ABILITY_AEROBLAST2_DESC,A wind gust that deals 2 damage and 2 Knockback in a line.,Порыв ветра: 2 урона и 2 Отбрасывание по линии.
ABILITY_AEROBLAST3_DESC,A wind gust that deals 3 damage and 10 Knockback in a line.,Порыв ветра: 3 урона и 10 Отбрасывание по линии.
ABILITY_BLOOM_NAME,Bloom,Цветение
ABILITY_BLOOM_DESC,Give 5 mana to allies in an area.,Дайте 5 маны союзникам в области.
ABILITY_BLOOM2_DESC,Give 5 mana to allies in a large area.,Дайте 5 маны союзникам в большой области.
ABILITY_SONGOFSPRING_NAME,Song of Spring,Песнь весны
ABILITY_SONGOFSPRING_DESC,Spawn flower tiles in an area.,Создайте тайлы цветов в области.
ABILITY_SONGOFSPRING2_DESC,Spawn flower tiles in a large area.,Создайте тайлы цветов в большой области.
